nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;word;sampa;ipa
4;intĕrcĕʹpted;;;;a.;40.0;121;intercepted;intercepted;I n t 3:r s E p t @ d;ɪntɜ:rsɛptəd
5;intĕrcĕʹſſion;F.;;;a.;41.0;121;intercession;intercession;I n t 3:r s E S @ n;ɪntɜ:rsɛʃən
4;intĕrcĕʹſſor;F.;;;n.;42.0;121;intercession;intercession;I n t 3:r s E S @ n;ɪntɜ:rsɛʃən
3;intĕrchāʹnge;F.;;;v.;43.0;121;interchange;interchange;I n t 3:r tS eI n dZ;ɪntɜ:r??n?
5;intĕrchāʹng_e_ably;;;;p.;44.0;121;interchangeably;interchangeably;I n t 3:r tS eI n dZ @ b l i:;ɪntɜ:r??n?əbliː
5;intĕrcĭʹſion;;;;n.;45.0;121;intermission;intermission;I n t 3:r m I S @ n;ɪntɜ:rmɪʃən
4;intĕrcŏʹſtal;L.;;;a.;46.0;121;pentecostal;pentecostal;p E n t @ k O: s t @ l;pɛntəkOːstəl
3;iʹntĕrco_u_rſe;;;;n.;47.0;121;intercourse;intercourse;I n t 3:r k O: r\ s;ɪntɜ:rkOːɹs
4;intĕrcŭʹrrent;L.;;;a.;48.0;121;intercurrent;intercurrent;I n t 3:r k 3:r @ n t;ɪntɜ:rkɜ:rənt
3;intĕrdīʹct;L.;;;v.;49.0;121;interdict;interdict;I n t 3:r d I k t;ɪntɜ:rdɪkt
5;intĕrdĭʹction;;;;n.;50.0;121;interdiction;interdiction;I n t 3:r d I k S @ n;ɪntɜ:rdɪkʃən
3;iʹntĕreſt;F.;;;v.;51.0;121;interest;interest;I n t r\ @ s t;ɪntɹəst
4;iʹntĕrĕſting;;;;a.;52.0;121;interesting;interesting;I n t r\ @ s t i N;ɪntɹəstiŋ
3;intĕrfēʹre;;;;v.;53.0;121;interfere;interfere;I n t 3:r f I r\;ɪntɜ:rfɪɹ
4;intĕrjăʹcent;;;;a.;54.0;121;interact;interact;I n t 3:r { k t;ɪntɜ:rækt
5;intĕrjĕʹction;;;;n.;55.0;121;interjection;interjection;I n t 3:r dZ E k S @ n;ɪntɜ:r?ɛkʃən
3;iʹntĕrim;;;;n.;56.0;121;interim;interim;I n t 3:r @ m;ɪntɜ:rəm
4;intĕʹrĭor;L.;;;a.;57.0;121;interior;interior;i n t I r\ i: 3:r;intɪɹiːɜ:r
3;intĕrlāʹce;F.;;;v.;58.0;121;interlace;interlace;I n t 3:r l eI s;ɪntɜ:rl?s
3;intĕrlăʹrd;F.;;;v.;59.0;121;interlaced;interlaced;I n t 3:r l eI s t;ɪntɜ:rl?st
3;intĕrleaʹve;;;;v.;60.0;121;interleave;interleave;I n t 3:r l i: v;ɪntɜ:rliːv
3;intĕrlīʹne;L.;;;v.;61.0;121;interlinked;interlinked;I n t 3:r l I N k t;ɪntɜ:rlɪŋkt
7;intĕrlĭnėȧʹtion;;;;n.;62.0;121;international;international;I n t 3:r n { S @ n @ l;ɪntɜ:rnæʃənəl
6;intĕrlĭʹnėȧry;;;;a.;63.0;121;interplanetary;interplanetary;I n t 3:r p l { n @ t E r\ i:;ɪntɜ:rplænətɛɹiː
3;intĕrlŏcūʹtion;;;;n.;64.0;121;interlocutor;interlocutor;I n t 3:r l A k j @ 4 3:r;ɪntɜ:rlɑkjəɾɜ:r
4;intĕrlōʹpe;;;;v.;65.0;121;interloper;interloper;I n t 3:r l @U p 3:r;ɪntɜ:rloʊpɜ:r
4;intĕrlōʹp_e_rs;;;;n.;66.0;121;interlopers;interlopers;I n t 3:r l @U p 3:r z;ɪntɜ:rloʊpɜ:rz
3;intĕrlūʹcent;;;;n.;67.0;121;interrent;interrent;I n t 3:r E n t;ɪntɜ:rɛnt
5;iʹntĕrlūde;L.;;;n.;68.0;121;interlude;interlude;I n t 3:r l u d;ɪntɜ:rlud
4;intĕrlūʹnĭum;L.;;;n.;69.0;121;interim;interim;I n t 3:r @ m;ɪntɜ:rəm
5;intĕrmĕʹddle;F.;;;v.;70.0;121;intercede;intercede;I n t 3:r s i: d;ɪntɜ:rsiːd
5;intĕrmĕʹdĭum;L.;;;n.;71.0;121;intermedic;intermedic;I n t 3:r m E 4 i k;ɪntɜ:rmɛɾik
4;intĕrmĕʹdĭāte;L.;;;a.;72.0;121;intermediate;intermediate;I n t 3:r m i: 4 i: i t;ɪntɜ:rmiːɾiːit
4;intĕrmĭʹngle;F.;;;v.;73.0;121;intermingle;intermingle;I n t 3:r m I N g @ l;ɪntɜ:rmɪŋgəl
5;intĕrmĭʹſſion;;;;n.;2.0;122;intermission;intermission;I n t 3:r m I S @ n;ɪntɜ:rmɪʃən
3;intĕrmiʹt;L.;;;v.;3.0;122;intermix;intermix;I n t 3:r m I k s;ɪntɜ:rmɪks
4;intĕrmĭʹttent;;;;a.;4.0;122;intermittent;intermittent;I n t 3:r m I t @ n t;ɪntɜ:rmɪtənt
3;intĕrmĭʹx;L.;;;v.;5.0;122;intermix;intermix;I n t 3:r m I k s;ɪntɜ:rmɪks
4;intĕrmŭʹndāne;L.;;;a.;6.0;122;intermountain;intermountain;i n t 3:r m aU n t i n;intɜ:rm?ntin
4;intĕrmūʹral;L.;;;a.;7.0;122;intramural;intramural;I n t r\ @ m j U r\ @ l;ɪntɹəmjʊɹəl
3;intĕʹrnal;L.;;;a.;8.0;122;internal;internal;i n t 3:r n @ l;intɜ:rnəl
3;intĕrpleaʹd;;;;v.;9.0;122;interplay;interplay;I n t 3:r p l eI;ɪntɜ:rpl?
4;intĕʹrpŏlāte;L.;;;v.;10.0;122;interpolate;interpolate;I t 3:r p @ l eI t;ɪtɜ:rpəl?t
6;intĕrpŏlāʹtion;;;;n.;11.0;122;interrogation;interrogation;i n t E r\ @ g eI S @ n;intɛɹəg?ʃən
5;intĕrpŏlāʹtor;L.;;;n.;12.0;122;interpolate;interpolate;I t 3:r p @ l eI t;ɪtɜ:rpəl?t
3;intĕrpōſe;F.;nbSyll>1 et pas d'accent tonic;;v.;13.0;122;interpose;interpose;I n t 3:r p @U z;ɪntɜ:rpoʊz
6;intĕrpŏsĭʹtion;F.;;;n.;14.0;122;intersection;intersection;I n t 3:r s E k S @ n;ɪntɜ:rsɛkʃən
3;intĕʹrprĕt;L.;;;v.;15.0;122;interpret;interpret;i n t 3:r p r\ @ t;intɜ:rpɹət
6;intĕrprĕtāʹtion;;;;n.;16.0;122;interpretation;interpretation;i n t 3:r p r\ i t eI S @ n;intɜ:rpɹit?ʃən
4;intĕʹrprĕt_e_r;;;;n.;17.0;122;interpreter;interpreter;i n t 3:r p r\ @ 4 3:r;intɜ:rpɹəɾɜ:r
2;intĕʹr;F.;;;v.;18.0;122;inter;inter;i n t 3:r;intɜ:r
2;intĕʹrment;F.;;;n.;19.0;122;internment;internment;i n t 3:r n m @ n t;intɜ:rnmənt
4;intĕrrĕʹgnum;L.;;;n.;20.0;122;interregnum;interregnum;I n t 3:r r\ E g n @ m;ɪntɜ:rɹɛgnəm
4;intĕʹrrŏgāte;L.;;;v.;21.0;122;interrogate;interrogate;i n t E r\ @ g eI t;intɛɹəg?t
6;intĕrrŏgāʹtion;;;;n.;22.0;122;interrogation;interrogation;i n t E r\ @ g eI S @ n;intɛɹəg?ʃən
6;intĕrrŏʹgătories;;;;n.;23.0;122;interrogatories;interrogatories;i n t E r\ A g @ t O: r\ i: z;intɛɹɑgətOːɹiːz
3;intĕrsĕʹct;L.;;;v.;24.0;122;intersect;intersect;I n t 3:r s E k t;ɪntɜ:rsɛkt
5;intĕrſeʹction;;;;n.;25.0;122;intersection;intersection;I n t 3:r s E k S @ n;ɪntɜ:rsɛkʃən
5;intĕrsĕʹmĭnāte;L.;;;v.;26.0;122;inseminate;inseminate;i n s E m @ n eI t;insɛmən?t
3;intĕrſpĕʹrfe;L.;;;v.;27.0;122;intersperse;intersperse;I n t 3:r s p 3:r s;ɪntɜ:rspɜ:rs
4;intĕʹrſlĭces;;;;n.;28.0;122;interdictes;interdictes;I n t 3:r d I k t s;ɪntɜ:rdɪkts
3;iʹntĕrval;;;;n.;29.0;122;interval;interval;I n t 3:r v @ l;ɪntɜ:rvəl
3;intĕrvēʹne;;;;v.;30.0;122;intervene;intervene;I n t 3:r v i: n;ɪntɜ:rviːn
5;intĕrvĕʹntion;;;;n.;31.0;122;intervention;intervention;I n t 3:r v E n tS @ n;ɪntɜ:rvɛn?ən
3;iʹntĕrview;F.;;;n.;32.0;122;interview;interview;I n t 3:r v j u;ɪntɜ:rvju
4;intĕrwōʹv_e_n;;;;a.;33.0;122;interwoven;interwoven;I n t 3:r w @U v @ n;ɪntɜ:rwoʊvən
3;intĕʹſtāte;L.;;;a.;34.0;122;interstate;interstate;I n t 3:r s t eI t;ɪntɜ:rst?t
3;intĕʹſtĭne;L.;;;a.;35.0;122;intestine;intestine;i n t E s t @ n;intɛstən
3;intĕʹſtĭnes;L.;;;n.;36.0;122;intestines;intestines;i n t E s t @ n z;intɛstənz
2;inthraʹl;;;;v.;37.0;122;enthral;enthral;E n T r\ O: l;ɛnθɹOːl
2;inthrōʹne;;;;n.;38.0;122;throne;throne;T r\ @U n;θɹoʊn
3;intīʹc_e_ment;;;;n.;39.0;122;enticement;enticement;i n t aI s m @ n t;int?smənt
4;iʹntĭmăcy;;;;n.;40.0;122;intimacy;intimacy;I n t @ m @ s i:;ɪntəməsiː
3;iʹntĭmāte;L.;;;n.;41.0;122;intimate;intimate;I n t @ m @ t;ɪntəmət
5;intĭmāʹtion;L.;;;n.;42.0;122;intimation;intimation;I n t @ m eI S @ n;ɪntəm?ʃən
4;intĭʹmĭdāte;;;;v.;43.0;122;intimidate;intimidate;i n t I m i d eI t;intɪmid?t
2;intīʹre;F.;;;a.;44.0;122;mcintire;mcintire;m { k I n t aI r\;mækɪnt?ɹ
2;intīʹtle;;;;v.;45.0;122;entitle;entitle;E n t aI 4 @ l;ɛnt?ɾəl
5;intŏʹlĕrable;;;;a.;46.0;122;intolerable;intolerable;i n t A l 3:r @ b @ l;intɑlɜ:rəbəl
2;intoʹm_b_ ;;;;v.;47.0;122;wintom;wintom;w I n t @ m;wɪntəm
4;intŏʹxicāte;;;;v.;48.0;122;intoxicate;intoxicate;i n t A k s @ k eI t;intɑksək?t
4;intrăʹctable;L.;;;a.;49.0;122;intractable;intractable;i n t r\ { k t @ b @ l;intɹæktəbəl
2;iʹntrails;;;;n.;50.0;122;entrails;entrails;E n t r\ @ l z;ɛntɹəlz
3;intrăʹnced;;;;a.;51.0;122;entranced;entranced;i n t r\ { n s t;intɹænst
4;intrănsĭtive;L.;nbSyll>1 et pas d'accent tonic;;a.;52.0;122;interactive;interactive;I n t 3:r { k t i v;ɪntɜ:ræktiv
2;intrăʹp ;F.;;;v.;53.0;122;intra;intra;I n t r\ @;ɪntɹə
2;intreaʹt;F.;;;v.;54.0;122;entreat;entreat;E n t r\ i: t;ɛntɹiːt
3;intreaʹty;;;;n.;55.0;122;entreaty;entreaty;E n t r\ i: 4 i:;ɛntɹiːɾiː
2;intrĕʹnch;;;;v.;56.0;122;entrench;entrench;E n t r\ E n tS;ɛntɹɛn?
3;intrĕʹnchment;;;;n.;57.0;122;entrenchment;entrenchment;E n t r\ E n tS m @ n t;ɛntɹɛn?mənt
3;intrĕʹpid;;;;a.;58.0;122;intrepid;intrepid;i n t r\ E p @ d;intɹɛpəd
5;intrĕpĭʹdĭty;;;;n.;59.0;122;intrepidity;intrepidity;i n t r\ E p I 4 i 4 i:;intɹɛpɪɾiɾiː
4;iʹntrĭcacy;;;;n.;60.0;122;intricacy;intricacy;I n t r\ @ k @ s i:;ɪntɹəkəsiː
3;iʹntrĭʹcâte;L.;;;a.;61.0;122;intricate;intricate;I n t r\ @ k @ t;ɪntɹəkət
2;intrĭʹg_ue_;F.;;;n.;62.0;122;intrigue;intrigue;i n t r\ i: g;intɹiːg
3;intrĭʹnfic;L.;;;a.;63.0;122;intrinsic;intrinsic;i n t r\ I n s i k;intɹɪnsik
3;introdūʹce;;;;v.;64.0;122;introduce;introduce;I n t r\ @ d u s;ɪntɹədus
5;introduʹction;;;;n.;65.0;122;introduction;introduction;I n t r\ @ d V k S @ n;ɪntɹədʌkʃən
4;introduʹctive;;;;a.;66.0;122;instructive;instructive;i n s t r\ V k t i v;instɹʌktiv
5;introſpĕʹction;L.;;;n.;67.0;122;introspection;introspection;I n t r\ @ s p E k S @ n;ɪntɹəspɛkʃən
2;intrūʹde;L.;;;v.;68.0;122;intrude;intrude;i n t r\ u d;intɹud
3;intrūʹd_e_r ;;;;n.;69.0;122;intruder;intruder;i n t r\ u 4 3:r;intɹuɾɜ:r
4;intrūʹſion;;;;n.;70.0;122;intrusion;intrusion;i n t r\ u Z @ n;intɹuʒən
2;intrŭʹſt;;;;v.;71.0;122;incrust;incrust;i n k r\ V s t;inkɹʌst
5;intūĭʹtion;L.;;;n.;72.0;122;intuition;intuition;I n t u I S @ n;ɪntuɪʃən
4;intūʹitive;L.;;;a.;73.0;122;intuitive;intuitive;i n t u @ 4 i v;intuəɾiv
2;invāʹde;L.;;;v.;2.0;123;invade;invade;i n v eI d;inv?d
3;invăʹlid;L.;;;a.;3.0;123;invalid;invalid;I n v @ l @ d;ɪnvələd
3;invaliʹd;;;;n.;4.0;123;invalid;invalid;I n v @ l @ d;ɪnvələd
4;invăʹlĭʹdāte;;;;v.;5.0;123;invalidate;invalidate;i n v { l i d eI t;invælid?t
5;invălĭʹdĭty;F.;;;n.;6.0;123;validity;validity;v @ l I 4 @ 4 i:;vəlɪɾəɾiː
5;invāʹrĭable;F.;;;a.;7.0;123;invariably;invariably;i n v E r\ i: @ b l i:;invɛɹiːəbliː
6;invāʹrĭabl_e_neſs;;;;n.;8.0;123;variables;variables;v E r\ i: @ b @ l z;vɛɹiːəbəlz
4;invāʹſion;F.;;;n.;9.0;123;invasion;invasion;i n v eI Z @ n;inv?ʒən
3;invĕʹctive;L.;;;n.;10.0;123;invective;invective;i n v E k t i v;invɛktiv
2;inveiʹ_gh_;L.;;;v.;11.0;123;investing;investing;i n v E s t i N;invɛstiŋ
2;inveĭʹgle;;;;v.;12.0;123;invertible;invertible;i n v 3:r 4 @ b @ l;invɜ:rɾəbəl
3;invĕlōʹpe;F.;;;v.;13.0;123;envelope;envelope;E n v @ l @U p;ɛnvəloʊp
3;invĕʹnom;;;;v.;14.0;123;venom;venom;v E n @ m;vɛnəm
4;invĕʹntion;F.;;;n.;15.0;123;invention;invention;i n v E n S @ n;invɛnʃən
3;invĕʹntive;F.;;;v.;16.0;123;inventive;inventive;i n v E n t i v;invɛntiv
2;invĕʹrſe;;;;a.;17.0;123;inverse;inverse;i n v 3:r s;invɜ:rs
4;invĕʹrſion;;;;n.;18.0;123;inversion;inversion;i n v 3:r Z @ n;invɜ:rʒən
2;invĕʹrt;L.;;;v.;19.0;123;invert;invert;i n v 3:r t;invɜ:rt
2;invĕʹft;F.;;;v.;20.0;123;invest;invest;i n v E s t;invɛst
4;invĕʹſtĭgāte;L.;;;v.;21.0;123;investigate;investigate;i n v E s t @ g eI t;invɛstəg?t
4;invĕʹſtĭtūre;L.;;;n.;22.0;123;investiture;investiture;i n v E s t @ tS 3:r;invɛstə?ɜ:r
4;invĕʹtĕrāte;L.;;;a.;23.0;123;inveterate;inveterate;i n v E 4 3:r @ t;invɛɾɜ:rət
5;invĕʹtĕracy;;;;n.;24.0;123;inveterate;inveterate;i n v E 4 3:r @ t;invɛɾɜ:rət
4;invĭʹdĭ_o_us;L.;;;a.;25.0;123;invidious;invidious;i n v I 4 i: @ s;invɪɾiːəs
4;inviʹgŏrāte;L.;;;v.;26.0;123;invigorate;invigorate;i n v I g 3:r i t;invɪgɜ:rit
4;invĭʹncĭble;L.;;;a.;27.0;123;invincible;invincible;i n v I n s @ b @ l;invɪnsəbəl
5;invīʹŏlable;L.;;;a.;28.0;123;inviolable;inviolable;i n v aI @ l @ b @ l;inv?ələbəl
4;invīʹŏlāte;;;;a.;29.0;123;inviolate;inviolate;i n v aI @ l i t;inv?əlit
3;invīʹr_o_n;F.;;;v.;30.0;123;invitron;invitron;I n v i t r\ A n;ɪnvitɹɑn
4;invĭʹsĭble;L.;;;v.;31.0;123;invisible;invisible;i n v I z @ b @ l;invɪzəbəl
5;invĭtāʹtion;;;;n.;32.0;123;invitation;invitation;I n v i t eI S @ n;ɪnvit?ʃən
2;invīʹte;L.;;;v.;33.0;123;invite;invite;i n v aI t;inv?t
5;inŭndāʹtion;L.;;;n.;34.0;123;inundation;inundation;I n @ n d eI S @ n;ɪnənd?ʃən
3;iʹnvŏcāte;L.;;;v.;35.0;123;inviolate;inviolate;i n v aI @ l i t;inv?əlit
5;invŏcāʹtĭon;;;;n.;36.0;123;invocation;invocation;I n v @ k eI S @ n;ɪnvək?ʃən
2;iʹnvoyce;;;;n.;37.0;123;invoice;invoice;I n v OI s;ɪnv?s
2;invŏʹlve;L.;;;v.;38.0;123;involve;involve;i n v A l v;invɑlv
5;invŏʹlŭntăry;L.;;;a.;39.0;123;involuntary;involuntary;i n v A l @ n t E r\ i:;invɑləntɛɹiː
5;invŏlūʹtion;;;;n.;40.0;123;involution;involution;I n v @ l u S @ n;ɪnvəluʃən
2;inūʹre;;;;v.;41.0;123;inure;inure;i n j U r\;injʊɹ
5;inūtĭʹlĭty;L.;;;n.;42.0;123;utility;utility;j u t I l @ 4 i:;jutɪləɾiː
5;invŭʹlnĕrable;L.;;;a.;43.0;123;invulnerable;invulnerable;i n v V l n 3:r @ b @ l;invʌlnɜ:rəbəl
2;iʹnward;;;;a.;44.0;123;inward;inward;I n w 3:r d;ɪnwɜ:rd
1;jobb;;;;n.;45.0;123;job;job;dZ A b;?ɑb
2;jŏbb_e_r;;nbSyll>1 et pas d'accent tonic;;n.;46.0;123;jobber;jobber;dZ A b 3:r;?ɑbɜ:r
1;jobe;;;;v.;47.0;123;jobe;jobe;dZ @U b;?oʊb
2;jŏʹckey;;;;v.;48.0;123;jockey;jockey;dZ A k i:;?ɑkiː
2;jŏcōʹſe;L.;;;a.;49.0;123;jocosa;jocosa;j @U k @U s @;joʊkoʊsə
3;jŏcōʹſ_e_neſs;L.;;;n.;50.0;123;closeness;closeness;k l @U s n i s;kloʊsnis
2;jōʹcŭnd;;;;a.;51.0;123;wound;wound;w aU n d;w?nd
1;jog;;;;v.;52.0;123;jog;jog;dZ A g;?ɑg
2;jŏʹggle;;;;v.;53.0;123;toggle;toggle;t A g @ l;tɑgəl
1;join;;;;v.;54.0;123;join;join;dZ OI n;??n
2;joiʹner;;;;n.;55.0;123;joiner;joiner;dZ OI n 3:r;??nɜ:r
2;joiʹning;;;;n.;56.0;123;joining;joining;dZ OI n i N;??niŋ
1;joint;;;;n.;57.0;123;joint;joint;dZ OI n t;??nt
2;joĭʹnt_e_r;;;;n.;58.0;123;joiner;joiner;dZ OI n 3:r;??nɜ:r
2;joiʹntŭre;L.;;;n.;59.0;123;jointed;jointed;dZ OI n t @ d;??ntəd
1;joiſts;;;;n.;60.0;123;joists;joists;dZ OI s t s;??sts
1;jōke;;;;v.;61.0;123;joke;joke;dZ @U k;?oʊk
3;jŏʹllĭty;;;;n.;62.0;123;jolly;jolly;dZ A l i:;?ɑliː
2;jŏʹlly;;;;a.;63.0;123;jolly;jolly;dZ A l i:;?ɑliː
1;jolt;;;;v.;64.0;123;jolt;jolt;dZ @U l t;?oʊlt
3;iôʹnĭc;;;;n.;65.0;123;ionic;ionic;aI A n i k;?ɑnik
2;jŏʹnquil;;;;n.;66.0;123;ronquillo;ronquillo;r\ @U n k w I l @U;ɹoʊnkwɪloʊ
2;joʹſtle;;;;v.;67.0;123;jostle;jostle;dZ A s @ l;?ɑsəl
1;jot;;;;n.;68.0;123;jot;jot;dZ A t;?ɑt
1;jōve;;;;n.;69.0;123;jove;jove;dZ @U v;?oʊv
3;jŏʹvĭal;L.;;;a.;70.0;123;jovial;jovial;dZ @U v i: @ l;?oʊviːəl
2;j_o_ŭʹrnal;F.;;;n.;71.0;123;journal;journal;dZ 3:r n @ l;?ɜ:rnəl
2;j_o_ŭʹrney;F.;;;n.;72.0;123;journey;journey;dZ 3:r n i:;?ɜ:rniː
3;j_o_ŭʹrneymăn;;;;n.;73.0;123;journeyman;journeyman;dZ 3:r n i: m { n;?ɜ:rniːmæn
1;jȯẇl;;;;n.;2.0;124;jowl;jowl;dZ aU l;??l
1;joy;F.;;;n.;3.0;124;joy;joy;dZ OI;??
2;joʹyful;;;;a.;4.0;124;joyful;joyful;dZ OI f @ l;??fəl
2;joʹyleſs;;;;a.;5.0;124;joyless;joyless;dZ OI l @ s;??ləs
2;joyʹnd_e_r;;;;n.;6.0;124;joyner;joyner;dZ OI n 3:r;??nɜ:r
2;joʹyning;;;;n.;7.0;124;joying;joying;dZ OI i N;??iŋ
1;joint;;;;a.;8.0;124;joint;joint;dZ OI n t;??nt
6;irăfcĭbĭʹlĭty;;;;n.;9.0;124;miscibility;miscibility;m I s i b I l i 4 i:;mɪsibɪliɾiː
4;irăʹfcĭble;L.;;;a.;10.0;124;irascible;irascible;i r\ { s i b @ l;iɹæsibəl
1;īre;L.;;;n.;11.0;124;ire;ire;aI r\;?ɹ
2;īʹrĭs;;;;n.;12.0;124;iris;iris;aI r\ @ s;?ɹəs
2;iʹrksŏme;;;;a.;13.0;124;irksome;irksome;3:r k s @ m;ɜ:rksəm
1;īr_o_n;;;;n.;14.0;124;iron;iron;aI 3:r n;?ɜ:rn
3;īʹrŏny;G.;;;n.;15.0;124;irony;irony;aI r\ @ n i:;?ɹəniː
4;īrōʹnĭcal;;;;a.;16.0;124;ironical;ironical;aI r\ A n i k @ l;?ɹɑnikəl
4;irrăʹdĭāte;L.;;;v.;17.0;124;irradiate;irradiate;i r\ eI 4 i: eI t;iɹ?ɾiː?t
5;irrăʹtional;L.;;;a.;18.0;124;irrational;irrational;i r\ { S @ n @ l;iɹæʃənəl
7;irrătionăʹlĭty;;;;n.;19.0;124;irrationality;irrationality;i r\ { S @ n { l @ 4 i:;iɹæʃənæləɾiː
6;irrĕcŏncīl_e_able;F.;nbSyll>1 et pas d'accent tonic;;a.;20.0;124;irreconcilable;irreconcilable;i r\ E k @ n s aI l @ b @ l;iɹɛkəns?ləbəl
6;irrecŏʹvĕrable;L.;;;a.;21.0;124;recoverable;recoverable;r\ i k V v 3:r @ b @ l;ɹikʌvɜ:rəbəl
5;irrĕfrāʹgable;;;;a.;22.0;124;irrefragable;irrefragable;i r\ @ f r\ A g @ b @ l;iɹəfɹɑgəbəl
4;irrĕʹgŭlar;L.;;;a.;23.0;124;irregular;irregular;i r\ E g j @ l 3:r;iɹɛgjəlɜ:r
6;irrĕgŭlăʹrĭty;L.;;;n.;24.0;124;irregularity;irregularity;i r\ E g j @ l E r\ @ 4 i:;iɹɛgjəlɛɹəɾiː
5;irrĕlĭʹgĭon;L.;;;n.;25.0;124;religion;religion;r\ i l I dZ @ n;ɹilɪ?ən
5;irrĕlĭʹgĭ_o_us;;;;a.;26.0;124;religious;religious;r\ i l I dZ @ s;ɹilɪ?əs
6;irrĕmĕʹdĭable;L.;;;a.;27.0;124;irremediable;irremediable;I r\ i m i: 4 i: @ b @ l;ɪɹimiːɾiːəbəl
5;irrĕʹpărable;L.;;;a.;28.0;124;irreparable;irreparable;i r\ E p 3:r @ b @ l;iɹɛpɜ:rəbəl
6;irrĕprĕhĕʹnsĭble;L.;;;a.;29.0;124;reprehensible;reprehensible;r\ E p r\ i h E n s @ b @ l;ɹɛpɹihɛnsəbəl
5;irrĕproaʹchable;L.;;;a.;30.0;124;irreplaceable;irreplaceable;i r\ @ p l eI s @ b @ l;iɹəpl?səbəl
5;irrĕsĭʹſtĭble;L.;;;a.;31.0;124;irresistible;irresistible;I r\ i z I s t @ b @ l;ɪɹizɪstəbəl
4;irrĕʹsŏlūte;L.;;;a.;32.0;124;irresolute;irresolute;I r\ E z @ l u t;ɪɹɛzəlut
6;irrĕsŏlūʹtion;;;;n.;33.0;124;resolution;resolution;r\ E z @ l u S @ n;ɹɛzəluʃən
5;irrĕtrieʹvable;F.;;;a.;34.0;124;irretrievably;irretrievably;i r\ @ t r\ i: v @ b l i:;iɹətɹiːvəbliː
4;irrĕʹvĕrĕnce;F.;;;n.;35.0;124;irreverence;irreverence;i r\ E v 3:r @ n s;iɹɛvɜ:rəns
4;irrĕʹvĕrent;;;;a.;36.0;124;irreverent;irreverent;i r\ E v 3:r @ n t;iɹɛvɜ:rənt
5;irrĕvĕʹrsĭble;F.;;;a.;37.0;124;irreversible;irreversible;I r\ i v 3:r s @ b @ l;ɪɹivɜ:rsəbəl
5;irrĕvŏʹcable;L.;;;a.;38.0;124;irrevocable;irrevocable;i r\ E v @ k @ b @ l;iɹɛvəkəbəl
4;irrĭʹgū_o_us;;;;a.;39.0;124;spirituous;spirituous;s p I r\ i tS @ w @ s;spɪɹi?əwəs
3;iʹrrĭtāte;L.;;;v.;40.0;124;irritate;irritate;I r\ i t eI t;ɪɹit?t
5;irrĭtāʹtion;;;;n.;41.0;124;irritation;irritation;I r\ i t eI S @ n;ɪɹit?ʃən
4;irrŭʹption;L.;;;n.;42.0;124;interruption;interruption;I n t 3:r V p S @ n;ɪntɜ:rʌpʃən
3;ĭʹſcūry;;;;n.;43.0;124;scurry;scurry;s k 3:r i:;skɜ:riː
3;īʹsĭcle;;;;n.;44.0;124;siecle;siecle;s i: k @ l;siːkəl
3;īʹsĭnglăſs;;;;n.;45.0;124;sunglass;sunglass;s V n g l { s;sʌnglæs
2;īʹslănd;;;;n.;46.0;124;island;island;aI l @ n d;?lənd
3;īʹslănd_e_r;;;;n.;47.0;124;islander;islander;aI l @ n d 3:r;?ləndɜ:r
1;īsle;F.;;;n.;48.0;124;isle;isle;aI l;?l
4;isŏʹc_h_rŏnal;;;;a.;49.0;124;sophronia;sophronia;s @U f r\ @U n i: @;soʊfɹoʊniːə
5;isŏmĕʹrĭā;G.;;;n.;50.0;124;isomeric;isomeric;aI s @ m E r\ i k;?səmɛɹik
4;isŏʹſcĕlès;G.;;;n.;51.0;124;isosceles;isosceles;aI s O: s @ l i: z;?sOːsəliːz
2;iʹſsūe;F.;;;n.;52.0;124;issue;issue;I S u;ɪʃu
3;iſt_h_mĭʹan;;;;n.;53.0;124;ishman;ishman;I S m @ n;ɪʃmən
2;iʹſt_h_mus;G.;;;n.;54.0;124;isthmus;isthmus;I s m @ s;ɪsməs
4;ĭtăʹlĭan;;;;a.;55.0;124;italian;italian;i t { l j @ n;itæljən
3;ĭtăʹlĭc;;;;a.;56.0;124;italic;italic;aI t { l i k;?tælik
3;ĭʹtăly;;;;n.;57.0;124;italy;italy;I 4 @ l i:;ɪɾəliː
1;itch;;;;n.;58.0;124;itch;itch;I tS;ɪ?
2;īʹtem;L.;;;n.;59.0;124;item;item;aI 4 @ m;?ɾəm
3;ĭʹtĕrāte;L.;;;v.;60.0;124;literate;literate;l I 4 3:r @ t;lɪɾɜ:rət
4;itĭʹnĕrănt;;;;a.;61.0;124;itinerant;itinerant;aI t I n 3:r @ n t;?tɪnɜ:rənt
5;itĭʹnĕrâry;;;;n.;62.0;124;itinerary;itinerary;aI t I n 3:r E r\ i:;?tɪnɜ:rɛɹiː
3;jūʹbĭlè;;;;n.;63.0;124;jubilee;jubilee;dZ u b @ l i:;?ubəliː
4;jūdāʹĭcal;;;;a.;64.0;124;judicial;judicial;dZ u d I S @ l;?udɪʃəl
3;jūʹdȧifm;;;;n.;65.0;124;judaism;judaism;dZ u 4 eI I z @ m;?uɾ?ɪzəm
3;jūʹdăīze;;;;a.;66.0;124;judie;judie;dZ V 4 i:;?ʌɾiː
1;jŭdge;;;;n.;67.0;124;judge;judge;dZ V dZ;?ʌ?
